review_text,product_category,price,rating
"Amazing features, very useful.",Sports Equipment,481.19,3
Fantastic! Will buy again.,Sports Equipment,423.65,2
"Terrible quality, not worth the price.",Home Appliances,117.19,5
"Amazing features, very useful.",Toys,152.35,2
"Quality is good, but overpriced.",Home Appliances,199.42,2
"Satisfied with the purchase, value for money.",Sports Equipment,110.98,3
"Terrible quality, not worth the price.",Electronics,317.98,2
"Good for the price, meets expectations.",Electronics,345.85,4
"Satisfied with the purchase, value for money.",Toys,118.35,2
"Could be better, not very durable.",Toys,56.56,3
"Satisfied with the purchase, value for money.",Home Appliances,488.07,1
"Works as expected, decent value.",Toys,300.69,1
"Good for the price, meets expectations.",Home Appliances,287.3,4
"Satisfied with the purchase, value for money.",Sports Equipment,333.98,1
Fantastic! Will buy again.,Electronics,313.86,2
"Good for the price, meets expectations.",Toys,438.05,5
"Very disappointed, it broke after one use.",Electronics,257.41,2
"Very disappointed, it broke after one use.",Home Appliances,212.51,5
"Good for the price, meets expectations.",Electronics,331.31,5
"Satisfied with the purchase, value for money.",Office Supplies,399.63,3
"Quality is good, but overpriced.",Home Appliances,460.98,3
"Amazing features, very useful.",Office Supplies,145.49,3
Fantastic! Will buy again.,Home Appliances,478.08,4
"Works as expected, decent value.",Sports Equipment,26.3,2
"Satisfied with the purchase, value for money.",Sports Equipment,154.57,3
"Satisfied with the purchase, value for money.",Sports Equipment,263.31,2
"Satisfied with the purchase, value for money.",Toys,187.54,3
"Could be better, not very durable.",Electronics,356.96,3
"Good for the price, meets expectations.",Electronics,258.37,2
"Works as expected, decent value.",Toys,294.15,2
"Excellent product, highly recommend!",Toys,335.97,4
"Satisfied with the purchase, value for money.",Electronics,396.47,4
"Works as expected, decent value.",Home Appliances,248.33,2
"Excellent product, highly recommend!",Toys,135.05,2
"Very disappointed, it broke after one use.",Home Appliances,267.43,3
"Very disappointed, it broke after one use.",Sports Equipment,455.01,4
"Could be better, not very durable.",Office Supplies,371.81,3
"Satisfied with the purchase, value for money.",Office Supplies,80.34,3
"Satisfied with the purchase, value for money.",Toys,275.68,3
"Excellent product, highly recommend!",Electronics,188.14,2
"Terrible quality, not worth the price.",Office Supplies,179.0,1
Fantastic! Will buy again.,Office Supplies,170.95,2
"Works as expected, decent value.",Home Appliances,309.53,3
"Amazing features, very useful.",Sports Equipment,365.42,5
"Satisfied with the purchase, value for money.",Office Supplies,376.11,2
"Works as expected, decent value.",Home Appliances,143.74,4
"Terrible quality, not worth the price.",Electronics,298.41,1
"Amazing features, very useful.",Sports Equipment,398.77,2
"Excellent product, highly recommend!",Home Appliances,156.67,5
"Amazing features, very useful.",Office Supplies,59.4,5
"Terrible quality, not worth the price.",Electronics,437.35,3
Fantastic! Will buy again.,Office Supplies,83.7,2
"Works as expected, decent value.",Office Supplies,317.51,2
"Satisfied with the purchase, value for money.",Home Appliances,177.95,5
"Excellent product, highly recommend!",Electronics,411.73,1
"Excellent product, highly recommend!",Sports Equipment,337.03,1
"Works as expected, decent value.",Home Appliances,279.92,5
"Quality is good, but overpriced.",Sports Equipment,453.4,2
"Satisfied with the purchase, value for money.",Office Supplies,371.48,3
Fantastic! Will buy again.,Home Appliances,246.17,5
"Excellent product, highly recommend!",Electronics,369.2,1
"Satisfied with the purchase, value for money.",Home Appliances,468.5,4
"Could be better, not very durable.",Office Supplies,142.47,4
"Very disappointed, it broke after one use.",Home Appliances,412.8,3
"Works as expected, decent value.",Electronics,264.84,2
"Quality is good, but overpriced.",Electronics,491.91,1
"Could be better, not very durable.",Home Appliances,329.47,2
"Quality is good, but overpriced.",Toys,341.79,3
"Terrible quality, not worth the price.",Home Appliances,157.68,1
"Very disappointed, it broke after one use.",Electronics,344.39,5
"Amazing features, very useful.",Office Supplies,465.45,1
"Amazing features, very useful.",Home Appliances,490.4,2
"Quality is good, but overpriced.",Office Supplies,461.92,5
Fantastic! Will buy again.,Toys,492.05,1
"Could be better, not very durable.",Home Appliances,423.26,5
"Satisfied with the purchase, value for money.",Home Appliances,69.79,5
"Satisfied with the purchase, value for money.",Sports Equipment,304.41,4
Fantastic! Will buy again.,Office Supplies,327.78,2
"Amazing features, very useful.",Sports Equipment,255.69,1
"Very disappointed, it broke after one use.",Sports Equipment,68.13,4
"Good for the price, meets expectations.",Office Supplies,27.67,3
"Quality is good, but overpriced.",Home Appliances,338.61,5
"Amazing features, very useful.",Electronics,106.14,5
"Amazing features, very useful.",Electronics,215.88,2
"Quality is good, but overpriced.",Home Appliances,23.6,2
"Good for the price, meets expectations.",Sports Equipment,488.11,3
"Amazing features, very useful.",Office Supplies,121.3,4
"Could be better, not very durable.",Electronics,493.57,4
"Amazing features, very useful.",Office Supplies,415.57,5
"Could be better, not very durable.",Toys,359.08,3
"Terrible quality, not worth the price.",Sports Equipment,451.7,2
"Amazing features, very useful.",Toys,363.18,5
"Satisfied with the purchase, value for money.",Toys,61.07,4
"Excellent product, highly recommend!",Sports Equipment,48.89,5
"Good for the price, meets expectations.",Electronics,188.57,4
"Good for the price, meets expectations.",Office Supplies,69.69,2
"Works as expected, decent value.",Toys,346.76,2
"Amazing features, very useful.",Sports Equipment,192.8,4
Fantastic! Will buy again.,Home Appliances,365.98,4
"Good for the price, meets expectations.",Toys,323.75,2
Fantastic! Will buy again.,Toys,386.82,2
"Satisfied with the purchase, value for money.",Home Appliances,342.25,3
"Amazing features, very useful.",Home Appliances,462.87,3
Fantastic! Will buy again.,Office Supplies,395.65,4
"Works as expected, decent value.",Office Supplies,444.07,4
"Terrible quality, not worth the price.",Sports Equipment,48.73,1
"Amazing features, very useful.",Sports Equipment,408.3,3
"Works as expected, decent value.",Electronics,108.93,2
"Quality is good, but overpriced.",Toys,481.88,2
Fantastic! Will buy again.,Office Supplies,95.8,2
"Good for the price, meets expectations.",Electronics,231.67,3
"Satisfied with the purchase, value for money.",Sports Equipment,382.66,3
"Satisfied with the purchase, value for money.",Home Appliances,130.82,3
"Good for the price, meets expectations.",Office Supplies,247.83,4
"Could be better, not very durable.",Toys,103.99,3
"Satisfied with the purchase, value for money.",Home Appliances,156.45,2
"Could be better, not very durable.",Office Supplies,76.64,1
"Quality is good, but overpriced.",Office Supplies,423.25,5
"Satisfied with the purchase, value for money.",Sports Equipment,449.67,4
"Works as expected, decent value.",Electronics,360.15,4
"Could be better, not very durable.",Home Appliances,139.42,4
"Works as expected, decent value.",Electronics,131.81,3
"Works as expected, decent value.",Home Appliances,82.75,5
"Terrible quality, not worth the price.",Office Supplies,371.55,1
Fantastic! Will buy again.,Home Appliances,180.91,1
"Terrible quality, not worth the price.",Home Appliances,241.06,4
"Very disappointed, it broke after one use.",Toys,383.62,5
"Good for the price, meets expectations.",Toys,286.89,5
"Amazing features, very useful.",Sports Equipment,473.13,5
"Quality is good, but overpriced.",Home Appliances,228.75,1
Fantastic! Will buy again.,Electronics,393.81,5
"Very disappointed, it broke after one use.",Sports Equipment,207.04,4
"Terrible quality, not worth the price.",Home Appliances,330.25,3
"Very disappointed, it broke after one use.",Home Appliances,158.76,3
Fantastic! Will buy again.,Office Supplies,378.4,3
"Works as expected, decent value.",Electronics,411.08,2
"Terrible quality, not worth the price.",Toys,116.37,5
"Good for the price, meets expectations.",Electronics,100.13,4
"Amazing features, very useful.",Office Supplies,146.46,1
"Satisfied with the purchase, value for money.",Electronics,498.76,2
Fantastic! Will buy again.,Office Supplies,43.15,2
Fantastic! Will buy again.,Home Appliances,189.29,4
"Very disappointed, it broke after one use.",Sports Equipment,251.35,5
"Terrible quality, not worth the price.",Electronics,45.45,1
"Quality is good, but overpriced.",Toys,174.14,1
"Amazing features, very useful.",Home Appliances,341.4,1
"Satisfied with the purchase, value for money.",Home Appliances,351.34,4
"Satisfied with the purchase, value for money.",Home Appliances,478.3,1
"Excellent product, highly recommend!",Sports Equipment,311.8,3
"Works as expected, decent value.",Sports Equipment,256.67,5
"Good for the price, meets expectations.",Home Appliances,409.27,4
"Quality is good, but overpriced.",Electronics,150.06,4
"Terrible quality, not worth the price.",Home Appliances,94.39,1
Fantastic! Will buy again.,Sports Equipment,488.98,5
"Very disappointed, it broke after one use.",Sports Equipment,272.82,2
"Quality is good, but overpriced.",Sports Equipment,146.15,1
"Terrible quality, not worth the price.",Home Appliances,358.89,2
"Amazing features, very useful.",Electronics,457.34,2
"Quality is good, but overpriced.",Sports Equipment,433.88,3
"Excellent product, highly recommend!",Electronics,218.04,4
"Quality is good, but overpriced.",Toys,236.65,5
"Good for the price, meets expectations.",Toys,89.67,1
"Terrible quality, not worth the price.",Electronics,150.92,1
"Could be better, not very durable.",Office Supplies,437.12,3
"Very disappointed, it broke after one use.",Home Appliances,177.33,2
"Could be better, not very durable.",Sports Equipment,479.48,5
"Excellent product, highly recommend!",Office Supplies,461.82,5
"Excellent product, highly recommend!",Toys,97.1,3
"Quality is good, but overpriced.",Office Supplies,288.83,1
"Quality is good, but overpriced.",Toys,197.32,3
"Works as expected, decent value.",Toys,140.69,1
"Works as expected, decent value.",Sports Equipment,306.8,4
"Works as expected, decent value.",Toys,336.59,4
"Very disappointed, it broke after one use.",Electronics,336.24,1
"Satisfied with the purchase, value for money.",Home Appliances,436.43,1
"Terrible quality, not worth the price.",Office Supplies,216.0,5
"Amazing features, very useful.",Toys,97.83,3
"Works as expected, decent value.",Sports Equipment,383.43,1
"Could be better, not very durable.",Sports Equipment,240.77,1
"Good for the price, meets expectations.",Electronics,290.88,1
Fantastic! Will buy again.,Toys,152.14,3
"Very disappointed, it broke after one use.",Home Appliances,172.47,1
"Excellent product, highly recommend!",Home Appliances,417.48,3
"Terrible quality, not worth the price.",Toys,143.56,2
"Could be better, not very durable.",Sports Equipment,172.19,2
"Works as expected, decent value.",Sports Equipment,35.14,4
"Good for the price, meets expectations.",Sports Equipment,248.7,2
"Excellent product, highly recommend!",Electronics,387.62,4
"Very disappointed, it broke after one use.",Sports Equipment,179.89,4
"Amazing features, very useful.",Office Supplies,136.98,3
"Excellent product, highly recommend!",Home Appliances,163.49,4
"Amazing features, very useful.",Sports Equipment,118.04,2
"Terrible quality, not worth the price.",Toys,165.9,2
"Amazing features, very useful.",Home Appliances,461.85,3
"Quality is good, but overpriced.",Sports Equipment,18.82,4
"Satisfied with the purchase, value for money.",Sports Equipment,246.56,5
"Satisfied with the purchase, value for money.",Home Appliances,96.78,3
"Quality is good, but overpriced.",Sports Equipment,60.68,3
"Excellent product, highly recommend!",Electronics,179.75,1
"Excellent product, highly recommend!",Electronics,18.36,1
Fantastic! Will buy again.,Office Supplies,259.2,1
"Satisfied with the purchase, value for money.",Electronics,399.63,1
Fantastic! Will buy again.,Office Supplies,262.58,5
"Works as expected, decent value.",Sports Equipment,477.67,1
"Terrible quality, not worth the price.",Office Supplies,396.6,4
"Amazing features, very useful.",Electronics,188.09,2
"Satisfied with the purchase, value for money.",Home Appliances,336.69,5
"Excellent product, highly recommend!",Office Supplies,375.76,4
"Terrible quality, not worth the price.",Sports Equipment,10.65,1
"Terrible quality, not worth the price.",Toys,74.75,1
"Amazing features, very useful.",Home Appliances,197.26,3
"Could be better, not very durable.",Home Appliances,48.59,4
"Satisfied with the purchase, value for money.",Toys,95.44,5
"Very disappointed, it broke after one use.",Office Supplies,191.27,2
"Amazing features, very useful.",Office Supplies,134.62,5
"Excellent product, highly recommend!",Sports Equipment,228.43,1
"Good for the price, meets expectations.",Electronics,345.95,3
"Good for the price, meets expectations.",Home Appliances,493.01,1
Fantastic! Will buy again.,Electronics,181.61,2
"Excellent product, highly recommend!",Office Supplies,360.55,5
"Excellent product, highly recommend!",Home Appliances,130.13,1
"Very disappointed, it broke after one use.",Toys,221.29,4
"Excellent product, highly recommend!",Electronics,491.68,4
"Very disappointed, it broke after one use.",Home Appliances,235.21,2
"Works as expected, decent value.",Office Supplies,473.62,4
"Terrible quality, not worth the price.",Sports Equipment,294.92,4
"Could be better, not very durable.",Office Supplies,431.27,2
"Amazing features, very useful.",Home Appliances,43.61,2
"Could be better, not very durable.",Electronics,64.6,2
"Terrible quality, not worth the price.",Office Supplies,463.08,5
"Excellent product, highly recommend!",Toys,495.28,1
"Works as expected, decent value.",Sports Equipment,65.59,1
"Amazing features, very useful.",Home Appliances,426.92,1
"Amazing features, very useful.",Toys,297.77,5
"Works as expected, decent value.",Home Appliances,347.2,4
"Could be better, not very durable.",Home Appliances,283.09,4
"Satisfied with the purchase, value for money.",Sports Equipment,13.48,4
"Could be better, not very durable.",Electronics,240.0,1
"Works as expected, decent value.",Home Appliances,485.3,1
"Quality is good, but overpriced.",Electronics,444.37,4
"Good for the price, meets expectations.",Home Appliances,52.94,4
Fantastic! Will buy again.,Toys,116.57,4
"Terrible quality, not worth the price.",Sports Equipment,277.17,4
"Works as expected, decent value.",Home Appliances,201.76,5
Fantastic! Will buy again.,Toys,354.53,1
"Satisfied with the purchase, value for money.",Toys,347.57,2
"Excellent product, highly recommend!",Home Appliances,221.57,2
"Amazing features, very useful.",Office Supplies,121.91,5
"Excellent product, highly recommend!",Toys,44.43,1
"Could be better, not very durable.",Office Supplies,274.78,3
"Terrible quality, not worth the price.",Electronics,120.13,1
"Could be better, not very durable.",Office Supplies,421.85,5
"Excellent product, highly recommend!",Electronics,463.48,4
"Works as expected, decent value.",Toys,223.11,1
"Good for the price, meets expectations.",Home Appliances,34.67,5
"Very disappointed, it broke after one use.",Home Appliances,488.45,1
"Satisfied with the purchase, value for money.",Electronics,456.01,5
Fantastic! Will buy again.,Toys,340.42,4
"Quality is good, but overpriced.",Home Appliances,46.14,3
"Quality is good, but overpriced.",Toys,421.28,3
"Good for the price, meets expectations.",Electronics,439.99,1
"Good for the price, meets expectations.",Toys,301.85,4
"Works as expected, decent value.",Sports Equipment,192.89,3
"Excellent product, highly recommend!",Toys,200.98,4
"Terrible quality, not worth the price.",Toys,248.29,1
"Amazing features, very useful.",Office Supplies,213.54,1
"Good for the price, meets expectations.",Electronics,168.47,1
Fantastic! Will buy again.,Home Appliances,69.98,4
"Very disappointed, it broke after one use.",Sports Equipment,326.21,5
"Terrible quality, not worth the price.",Home Appliances,231.78,2
"Very disappointed, it broke after one use.",Electronics,396.72,2
"Excellent product, highly recommend!",Sports Equipment,492.12,5
"Good for the price, meets expectations.",Toys,321.43,1
"Could be better, not very durable.",Toys,11.54,1
"Satisfied with the purchase, value for money.",Office Supplies,329.35,1
"Very disappointed, it broke after one use.",Sports Equipment,324.79,3
"Amazing features, very useful.",Electronics,141.14,5
"Excellent product, highly recommend!",Toys,196.6,2
"Excellent product, highly recommend!",Toys,136.79,5
"Good for the price, meets expectations.",Toys,496.64,1
"Excellent product, highly recommend!",Electronics,426.34,4
"Satisfied with the purchase, value for money.",Electronics,35.27,2
Fantastic! Will buy again.,Home Appliances,317.97,1
"Excellent product, highly recommend!",Home Appliances,166.46,1
"Amazing features, very useful.",Toys,362.2,4
"Very disappointed, it broke after one use.",Office Supplies,83.77,1
"Could be better, not very durable.",Electronics,210.82,3
"Good for the price, meets expectations.",Electronics,161.17,2
"Works as expected, decent value.",Electronics,135.98,5
"Terrible quality, not worth the price.",Electronics,286.46,3
"Terrible quality, not worth the price.",Office Supplies,31.65,1
"Quality is good, but overpriced.",Sports Equipment,260.85,3
Fantastic! Will buy again.,Sports Equipment,406.07,5
"Very disappointed, it broke after one use.",Home Appliances,167.59,1
"Could be better, not very durable.",Home Appliances,125.17,5
"Could be better, not very durable.",Office Supplies,285.66,4
"Satisfied with the purchase, value for money.",Toys,104.78,5
"Excellent product, highly recommend!",Home Appliances,42.5,3
"Works as expected, decent value.",Home Appliances,181.21,5
"Satisfied with the purchase, value for money.",Toys,489.84,1
"Could be better, not very durable.",Office Supplies,425.32,5
"Satisfied with the purchase, value for money.",Sports Equipment,190.8,2
"Very disappointed, it broke after one use.",Electronics,261.64,5
"Satisfied with the purchase, value for money.",Home Appliances,277.47,4
"Terrible quality, not worth the price.",Electronics,445.34,1
"Excellent product, highly recommend!",Electronics,336.08,4
"Works as expected, decent value.",Toys,84.61,1
Fantastic! Will buy again.,Electronics,294.52,2
"Satisfied with the purchase, value for money.",Office Supplies,241.2,3
"Could be better, not very durable.",Toys,93.28,5
Fantastic! Will buy again.,Office Supplies,359.59,3
Fantastic! Will buy again.,Electronics,130.36,1
"Satisfied with the purchase, value for money.",Home Appliances,144.83,3
"Amazing features, very useful.",Sports Equipment,249.68,3
"Good for the price, meets expectations.",Home Appliances,179.3,2
"Amazing features, very useful.",Toys,28.64,3
"Excellent product, highly recommend!",Toys,490.54,2
"Terrible quality, not worth the price.",Electronics,283.33,4
"Satisfied with the purchase, value for money.",Sports Equipment,233.57,4
"Quality is good, but overpriced.",Electronics,33.2,1
"Excellent product, highly recommend!",Sports Equipment,203.36,3
"Works as expected, decent value.",Home Appliances,214.78,5
"Satisfied with the purchase, value for money.",Sports Equipment,114.03,2
"Works as expected, decent value.",Toys,399.69,4
"Very disappointed, it broke after one use.",Sports Equipment,416.03,4
"Very disappointed, it broke after one use.",Home Appliances,390.87,1
"Works as expected, decent value.",Office Supplies,317.21,2
"Terrible quality, not worth the price.",Electronics,118.26,5
"Quality is good, but overpriced.",Sports Equipment,240.31,3
"Quality is good, but overpriced.",Office Supplies,22.47,4
"Terrible quality, not worth the price.",Office Supplies,448.7,5
"Amazing features, very useful.",Home Appliances,281.03,2
"Satisfied with the purchase, value for money.",Office Supplies,458.41,4
"Very disappointed, it broke after one use.",Electronics,300.72,1
"Quality is good, but overpriced.",Office Supplies,117.2,1
Fantastic! Will buy again.,Sports Equipment,132.41,2
"Terrible quality, not worth the price.",Home Appliances,28.55,4
"Satisfied with the purchase, value for money.",Sports Equipment,73.69,2
"Could be better, not very durable.",Electronics,39.46,5
"Very disappointed, it broke after one use.",Home Appliances,299.66,4
Fantastic! Will buy again.,Sports Equipment,207.73,1
"Amazing features, very useful.",Home Appliances,25.71,3
"Works as expected, decent value.",Home Appliances,447.8,5
Fantastic! Will buy again.,Sports Equipment,447.64,4
"Amazing features, very useful.",Home Appliances,445.88,5
"Works as expected, decent value.",Electronics,318.48,1
"Satisfied with the purchase, value for money.",Sports Equipment,466.76,3
Fantastic! Will buy again.,Home Appliances,217.24,5
Fantastic! Will buy again.,Sports Equipment,455.15,5
"Amazing features, very useful.",Office Supplies,399.78,1
"Amazing features, very useful.",Toys,216.95,1
Fantastic! Will buy again.,Home Appliances,425.96,4
"Satisfied with the purchase, value for money.",Toys,146.19,4
Fantastic! Will buy again.,Toys,419.83,5
Fantastic! Will buy again.,Toys,247.62,3
"Good for the price, meets expectations.",Sports Equipment,283.04,4
"Satisfied with the purchase, value for money.",Electronics,226.71,1
Fantastic! Will buy again.,Office Supplies,443.92,2
"Terrible quality, not worth the price.",Home Appliances,154.22,1
"Excellent product, highly recommend!",Sports Equipment,209.62,1
"Quality is good, but overpriced.",Toys,148.89,2
"Amazing features, very useful.",Office Supplies,224.7,4
Fantastic! Will buy again.,Office Supplies,266.17,3
"Excellent product, highly recommend!",Sports Equipment,334.36,4
"Very disappointed, it broke after one use.",Toys,234.65,2
"Could be better, not very durable.",Office Supplies,60.42,3
"Could be better, not very durable.",Office Supplies,157.28,3
"Quality is good, but overpriced.",Home Appliances,318.29,1
"Amazing features, very useful.",Electronics,143.31,4
"Could be better, not very durable.",Office Supplies,454.67,1
Fantastic! Will buy again.,Sports Equipment,301.68,4
"Amazing features, very useful.",Electronics,244.54,5
Fantastic! Will buy again.,Home Appliances,324.13,1
"Excellent product, highly recommend!",Sports Equipment,247.03,5
"Works as expected, decent value.",Toys,299.44,4
"Quality is good, but overpriced.",Sports Equipment,125.09,5
"Terrible quality, not worth the price.",Toys,294.86,2
"Excellent product, highly recommend!",Electronics,262.77,5
"Could be better, not very durable.",Sports Equipment,85.26,3
Fantastic! Will buy again.,Office Supplies,418.86,1
"Terrible quality, not worth the price.",Sports Equipment,131.33,1
Fantastic! Will buy again.,Electronics,81.21,5
"Terrible quality, not worth the price.",Home Appliances,317.71,4
"Very disappointed, it broke after one use.",Electronics,187.81,1
"Could be better, not very durable.",Sports Equipment,150.99,5
"Amazing features, very useful.",Toys,70.25,1
"Satisfied with the purchase, value for money.",Electronics,148.66,1
"Satisfied with the purchase, value for money.",Sports Equipment,444.29,5
"Amazing features, very useful.",Sports Equipment,317.44,3
"Satisfied with the purchase, value for money.",Home Appliances,396.16,1
"Very disappointed, it broke after one use.",Home Appliances,50.5,4
"Satisfied with the purchase, value for money.",Toys,182.89,5
"Works as expected, decent value.",Sports Equipment,134.21,1
"Good for the price, meets expectations.",Sports Equipment,17.62,5
"Excellent product, highly recommend!",Home Appliances,64.67,1
"Amazing features, very useful.",Electronics,499.37,2
"Quality is good, but overpriced.",Sports Equipment,68.92,1
"Excellent product, highly recommend!",Home Appliances,333.83,2
"Satisfied with the purchase, value for money.",Electronics,266.67,4
Fantastic! Will buy again.,Electronics,13.1,2
"Terrible quality, not worth the price.",Sports Equipment,431.8,3
"Amazing features, very useful.",Sports Equipment,102.73,4
"Good for the price, meets expectations.",Sports Equipment,266.5,2
"Amazing features, very useful.",Electronics,119.44,1
"Could be better, not very durable.",Toys,186.51,4
"Quality is good, but overpriced.",Office Supplies,184.07,2
"Quality is good, but overpriced.",Toys,268.75,1
"Excellent product, highly recommend!",Home Appliances,471.11,2
"Quality is good, but overpriced.",Electronics,324.77,4
"Quality is good, but overpriced.",Sports Equipment,129.6,4
"Satisfied with the purchase, value for money.",Sports Equipment,143.68,5
Fantastic! Will buy again.,Toys,424.76,4
"Quality is good, but overpriced.",Toys,69.76,5
"Works as expected, decent value.",Electronics,58.95,4
"Amazing features, very useful.",Sports Equipment,86.78,4
Fantastic! Will buy again.,Office Supplies,438.37,2
"Works as expected, decent value.",Sports Equipment,100.08,5
"Quality is good, but overpriced.",Sports Equipment,37.31,3
"Terrible quality, not worth the price.",Office Supplies,348.28,1
"Very disappointed, it broke after one use.",Toys,69.56,3
"Quality is good, but overpriced.",Office Supplies,454.7,1
Fantastic! Will buy again.,Toys,181.15,1
"Satisfied with the purchase, value for money.",Office Supplies,437.27,2
"Terrible quality, not worth the price.",Sports Equipment,394.01,2
"Satisfied with the purchase, value for money.",Home Appliances,129.05,1
"Amazing features, very useful.",Electronics,416.19,1
"Very disappointed, it broke after one use.",Electronics,16.71,4
"Could be better, not very durable.",Toys,491.21,3
"Excellent product, highly recommend!",Electronics,113.25,1
"Good for the price, meets expectations.",Electronics,96.93,2
Fantastic! Will buy again.,Electronics,34.27,3
"Very disappointed, it broke after one use.",Electronics,213.58,4
"Works as expected, decent value.",Sports Equipment,128.1,2
"Amazing features, very useful.",Home Appliances,163.24,2
"Amazing features, very useful.",Sports Equipment,165.52,5
"Quality is good, but overpriced.",Electronics,264.17,3
"Could be better, not very durable.",Electronics,303.84,3
"Good for the price, meets expectations.",Office Supplies,152.08,3
"Could be better, not very durable.",Toys,81.25,4
"Very disappointed, it broke after one use.",Toys,303.49,4
"Amazing features, very useful.",Toys,98.77,4
"Satisfied with the purchase, value for money.",Electronics,221.83,4
Fantastic! Will buy again.,Sports Equipment,87.82,1
"Amazing features, very useful.",Electronics,427.67,2
"Quality is good, but overpriced.",Electronics,319.83,3
"Terrible quality, not worth the price.",Electronics,404.19,5
"Satisfied with the purchase, value for money.",Home Appliances,457.15,3
"Could be better, not very durable.",Toys,266.7,3
Fantastic! Will buy again.,Sports Equipment,47.76,5
"Very disappointed, it broke after one use.",Home Appliances,458.06,5
"Satisfied with the purchase, value for money.",Home Appliances,37.35,4
"Good for the price, meets expectations.",Sports Equipment,154.91,4
"Satisfied with the purchase, value for money.",Office Supplies,184.23,3
"Good for the price, meets expectations.",Toys,437.54,1
"Works as expected, decent value.",Office Supplies,379.83,3
"Amazing features, very useful.",Electronics,483.9,1
"Good for the price, meets expectations.",Electronics,42.59,4
"Terrible quality, not worth the price.",Toys,85.46,5
"Quality is good, but overpriced.",Office Supplies,367.02,5
"Quality is good, but overpriced.",Electronics,290.03,2
"Works as expected, decent value.",Toys,409.04,5
"Amazing features, very useful.",Toys,94.06,4
"Excellent product, highly recommend!",Office Supplies,301.24,3
"Could be better, not very durable.",Electronics,267.43,2
"Very disappointed, it broke after one use.",Toys,108.78,5
"Quality is good, but overpriced.",Electronics,461.87,5
"Satisfied with the purchase, value for money.",Toys,136.33,4
"Could be better, not very durable.",Toys,409.77,3
"Very disappointed, it broke after one use.",Home Appliances,249.36,5
Fantastic! Will buy again.,Toys,256.26,3
"Could be better, not very durable.",Office Supplies,212.87,5
"Works as expected, decent value.",Toys,116.47,3
"Works as expected, decent value.",Electronics,123.24,5
"Amazing features, very useful.",Toys,153.68,2
"Could be better, not very durable.",Home Appliances,430.02,3
"Terrible quality, not worth the price.",Electronics,304.47,3
"Good for the price, meets expectations.",Sports Equipment,115.88,1
"Works as expected, decent value.",Toys,285.96,5
"Could be better, not very durable.",Sports Equipment,248.38,5
"Quality is good, but overpriced.",Electronics,142.53,1
"Works as expected, decent value.",Toys,211.56,3
Fantastic! Will buy again.,Toys,61.71,1
"Works as expected, decent value.",Sports Equipment,53.34,2
"Satisfied with the purchase, value for money.",Toys,365.12,2
"Satisfied with the purchase, value for money.",Toys,314.89,1
"Satisfied with the purchase, value for money.",Toys,439.21,4
"Works as expected, decent value.",Toys,278.44,4
"Amazing features, very useful.",Sports Equipment,267.27,4
"Quality is good, but overpriced.",Electronics,135.56,2
"Excellent product, highly recommend!",Office Supplies,336.57,1
"Works as expected, decent value.",Sports Equipment,138.93,1
Fantastic! Will buy again.,Electronics,482.48,1
"Quality is good, but overpriced.",Office Supplies,459.27,5
"Amazing features, very useful.",Office Supplies,243.41,5
"Satisfied with the purchase, value for money.",Office Supplies,435.25,4
"Satisfied with the purchase, value for money.",Home Appliances,452.56,3
"Excellent product, highly recommend!",Toys,130.77,4
Fantastic! Will buy again.,Office Supplies,452.35,1
"Excellent product, highly recommend!",Sports Equipment,278.34,3
"Works as expected, decent value.",Office Supplies,301.14,5
"Works as expected, decent value.",Electronics,115.62,5
"Works as expected, decent value.",Office Supplies,32.76,5
"Good for the price, meets expectations.",Office Supplies,226.33,2
"Amazing features, very useful.",Toys,260.42,4
"Terrible quality, not worth the price.",Toys,24.15,1
"Excellent product, highly recommend!",Toys,29.65,5
"Works as expected, decent value.",Electronics,220.09,1
"Amazing features, very useful.",Home Appliances,260.11,4
"Works as expected, decent value.",Office Supplies,37.33,5
"Good for the price, meets expectations.",Home Appliances,273.45,1
"Could be better, not very durable.",Toys,163.08,5
"Good for the price, meets expectations.",Office Supplies,293.18,2
"Amazing features, very useful.",Sports Equipment,490.28,4
"Very disappointed, it broke after one use.",Sports Equipment,417.53,1
"Works as expected, decent value.",Sports Equipment,312.89,5
"Could be better, not very durable.",Electronics,466.54,1
"Terrible quality, not worth the price.",Home Appliances,418.14,4
"Could be better, not very durable.",Electronics,58.01,1
"Works as expected, decent value.",Home Appliances,307.97,1
"Works as expected, decent value.",Electronics,206.18,1
Fantastic! Will buy again.,Office Supplies,51.31,3
"Amazing features, very useful.",Office Supplies,411.58,4
"Terrible quality, not worth the price.",Electronics,200.92,1
Fantastic! Will buy again.,Electronics,190.32,3
"Could be better, not very durable.",Office Supplies,407.5,5
"Terrible quality, not worth the price.",Toys,51.04,2
"Quality is good, but overpriced.",Sports Equipment,307.11,5
"Works as expected, decent value.",Toys,85.15,5
"Very disappointed, it broke after one use.",Electronics,459.6,4
Fantastic! Will buy again.,Home Appliances,445.93,3
"Quality is good, but overpriced.",Sports Equipment,110.47,3
Fantastic! Will buy again.,Electronics,242.34,3
"Amazing features, very useful.",Toys,290.77,4
"Terrible quality, not worth the price.",Toys,399.73,1
"Quality is good, but overpriced.",Home Appliances,245.17,1
"Satisfied with the purchase, value for money.",Office Supplies,209.44,3
"Quality is good, but overpriced.",Toys,461.54,1
